Number_Plate,Vehicle_Type,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported
KDA 570P,Tractor,Alternator,Electrical,DieselParts,6537.6,2025-06-06,Hydraulic issue
KDA 570P,Tractor,Tyre,Wheels,Goodyear,3182.68,2025-03-07,Routine service
KDA 570P,Tractor,Oil Filter,Engine,JKT,13039.08,2025-05-24,Engine noise
KDA 570P,Tractor,Air Filter,Air Intake,PowerAuto,5796.15,2024-10-04,Engine noise
KDL 969D,Tractor,Tyre,Wheels,BKT,9563.21,2024-08-10,Low power
KDL 969D,Tractor,Spark Plug,Ignition,TechFix,11083.78,2025-01-23,Tyre worn out
KDL 969D,Tractor,Alternator,Electrical,AutoPro Ltd,5236.9,2024-08-16,Hydraulic issue
KDL 969D,Tractor,Brake Pads,Braking System,BKT,6852.03,2024-08-26,Oil leak
KDL 969D,Tractor,Fuel Pump,Fuel System,Aeolus,5555.38,2025-05-11,Tyre worn out
KCH 381R,Tractor,Air Filter,Air Intake,PartsPlus,6348.83,2024-08-01,Electrical fault
KCH 381R,Tractor,Alternator,Electrical,BKT,6790.37,2025-04-21,Battery issue
KCH 381R,Tractor,Battery,Electrical,DieselParts,13389.16,2025-05-16,Oil leak
KCH 381R,Tractor,Brake Pads,Braking System,JKT,5348.3,2025-01-08,Brake failure
KCH 381R,Tractor,Alternator,Electrical,AutoPro Ltd,13262.74,2025-03-31,Battery issue
KCH 381R,Tractor,Hydraulic Pump,Hydraulics,JKT,13691.25,2025-06-02,Brake failure
KDG 500L,Tractor,Spark Plug,Ignition,AutoPro Ltd,12202.06,2024-07-13,Overheating
KDG 500L,Tractor,Tyre,Wheels,BKT,13938.56,2024-07-13,Hydraulic issue
KDG 500L,Tractor,Spark Plug,Ignition,AutoPro Ltd,4737.06,2025-04-16,Hydraulic issue
KDG 500L,Tractor,Air Filter,Air Intake,Aeolus,12678.6,2025-01-25,Overheating
KDG 500L,Tractor,Fuel Pump,Fuel System,JKT,9768.46,2024-09-22,Hydraulic issue
KDG 500L,Tractor,Battery,Electrical,Goodyear,10913.41,2025-03-20,Routine service
KDG 500L,Tractor,Tyre,Wheels,Aeolus,7979.31,2025-06-09,Battery issue
KDG 779W,Tractor,Air Filter,Air Intake,AutoPro Ltd,3780.13,2024-11-10,Oil leak
KDG 779W,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,13102.51,2025-01-27,Low power
KDG 779W,Tractor,Oil Filter,Engine,PartsPlus,7138.16,2025-02-20,Battery issue
KDG 779W,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,12578.69,2025-05-24,Oil leak
KDM 365U,Tractor,Air Filter,Air Intake,FarmEquip Co,1919.0,2025-02-17,Brake failure
KDM 365U,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,11134.15,2024-07-01,Tyre worn out
KDM 365U,Tractor,Tyre,Wheels,Gallant,6786.44,2025-01-01,Brake failure
KDM 365U,Tractor,Radiator,Cooling System,AutoPro Ltd,6318.9,2024-08-31,Hydraulic issue
KBZ 887L,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,14375.9,2025-02-19,Oil leak
KBZ 887L,Tractor,Battery,Electrical,TechFix,1731.48,2024-11-08,Tyre worn out
KBZ 887L,Tractor,Air Filter,Air Intake,JKT,4857.12,2024-12-10,Low power
KBZ 887L,Tractor,Brake Pads,Braking System,PartsPlus,3534.41,2025-05-24,Tyre worn out
KBU 722X,Tractor,Radiator,Cooling System,BKT,9284.9,2024-11-01,Overheating
KBU 722X,Tractor,Oil Filter,Engine,Goodyear,4957.14,2025-03-18,Routine service
KBU 722X,Tractor,Air Filter,Air Intake,Gallant,10468.76,2025-02-05,Battery issue
KBU 722X,Tractor,Air Filter,Air Intake,PartsPlus,14036.59,2024-11-12,Hydraulic issue
KBU 722X,Tractor,Radiator,Cooling System,AutoPro Ltd,14608.01,2025-06-07,Routine service
KBU 722X,Tractor,Alternator,Electrical,HeavyDuty Supplies,4646.71,2024-10-24,Low power
KBU 722X,Tractor,Brake Pads,Braking System,SpareHub,6692.31,2025-02-24,Battery issue
KBU 722X,Tractor,Battery,Electrical,TurboTraders,12045.05,2024-10-23,Low power
KDM 201J,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,4175.72,2024-09-20,Hydraulic issue
KDM 201J,Tractor,Oil Filter,Engine,MechWorks,13643.6,2025-05-24,Routine service
KDM 201J,Tractor,Spark Plug,Ignition,Gallant,9170.24,2024-08-08,Low power
KDM 201J,Tractor,Oil Filter,Engine,BKT,12642.23,2024-11-11,Battery issue
KDM 201J,Tractor,Tyre,Wheels,Gallant,4437.18,2025-02-27,Overheating
KDA 587G,Tractor,Air Filter,Air Intake,Gallant,11737.55,2025-01-12,Engine noise
KDA 587G,Tractor,Tyre,Wheels,BKT,3487.91,2024-08-04,Low power
KDA 587G,Tractor,Fuel Pump,Fuel System,JKT,3584.37,2024-07-22,Oil leak
KDA 587G,Tractor,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,14252.88,2025-01-14,Brake failure
KDA 587G,Tractor,Air Filter,Air Intake,BKT,5249.07,2025-06-02,Oil leak
KDA 587G,Tractor,Fuel Pump,Fuel System,Gallant,8086.62,2025-05-26,Oil leak
KDA 587G,Tractor,Fuel Pump,Fuel System,BKT,14161.52,2025-01-09,Overheating
KDA 587G,Tractor,Brake Pads,Braking System,Gallant,13100.49,2025-02-12,Overheating
KDA 461P,Tractor,Fuel Pump,Fuel System,PowerAuto,11571.44,2024-11-27,Oil leak
KDA 461P,Tractor,Fuel Pump,Fuel System,AutoPro Ltd,6542.74,2024-09-08,Hydraulic issue
KDA 461P,Tractor,Tyre,Wheels,BKT,1948.61,2024-11-30,Battery issue
KDA 461P,Tractor,Brake Pads,Braking System,AutoPro Ltd,5849.01,2025-02-07,Electrical fault
KDA 461P,Tractor,Alternator,Electrical,FarmEquip Co,10780.22,2024-08-16,Brake failure
KDA 461P,Tractor,Air Filter,Air Intake,Gallant,7120.77,2024-08-31,Electrical fault
KBX 889A,Tractor,Air Filter,Air Intake,BKT,11337.82,2025-01-09,Electrical fault
KBX 889A,Tractor,Oil Filter,Engine,MechWorks,7304.62,2025-04-22,Routine service
KBX 889A,Tractor,Alternator,Electrical,TurboTraders,3614.73,2025-02-17,Hydraulic issue
KBX 889A,Tractor,Brake Pads,Braking System,JKT,9862.57,2025-06-02,Electrical fault
KBX 889A,Tractor,Brake Pads,Braking System,TurboTraders,11800.16,2024-10-09,Low power
KBX 889A,Tractor,Fuel Pump,Fuel System,TurboTraders,9294.38,2025-04-17,Overheating
KBX 889A,Tractor,Alternator,Electrical,AutoPro Ltd,14845.38,2024-09-15,Overheating
KDM 574G,Tractor,Hydraulic Pump,Hydraulics,Gallant,3054.35,2025-06-04,Tyre worn out
KDM 574G,Tractor,Fuel Pump,Fuel System,FarmEquip Co,13152.17,2025-05-23,Routine service
KDM 574G,Tractor,Radiator,Cooling System,BKT,5342.93,2025-06-10,Oil leak
KDM 574G,Tractor,Air Filter,Air Intake,SpareHub,4691.09,2024-12-16,Low power
KDM 574G,Tractor,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,7035.52,2024-06-28,Electrical fault
KDM 574G,Tractor,Battery,Electrical,TechFix,14720.27,2025-06-07,Electrical fault
KDM 574G,Tractor,Tyre,Wheels,Aeolus,9726.68,2024-09-05,Low power
KCN 991K,Tractor,Battery,Electrical,AutoPro Ltd,2331.01,2024-07-08,Electrical fault
KCN 991K,Tractor,Battery,Electrical,BKT,13141.17,2024-07-21,Oil leak
KCN 991K,Tractor,Battery,Electrical,Gallant,6240.07,2024-12-29,Electrical fault
KCN 991K,Tractor,Battery,Electrical,MechWorks,4596.6,2024-11-27,Engine noise
KCH 915D,Tractor,Oil Filter,Engine,Aeolus,11919.75,2024-08-03,Tyre worn out
KCH 915D,Tractor,Hydraulic Pump,Hydraulics,SpareHub,2477.45,2025-04-21,Routine service
KCH 915D,Tractor,Brake Pads,Braking System,PartsPlus,1830.88,2024-09-13,Overheating
KCH 915D,Tractor,Spark Plug,Ignition,SpareHub,13095.14,2024-11-18,Hydraulic issue
KCH 915D,Tractor,Fuel Pump,Fuel System,JKT,5826.58,2024-09-30,Routine service
KCH 915D,Tractor,Radiator,Cooling System,FarmEquip Co,4196.54,2024-07-10,Routine service
KCH 915D,Tractor,Fuel Pump,Fuel System,TechFix,5805.85,2024-11-30,Oil leak
KCH 915D,Tractor,Hydraulic Pump,Hydraulics,Aeolus,5769.63,2025-05-07,Oil leak
KBX 109G,Tractor,Brake Pads,Braking System,HeavyDuty Supplies,10989.13,2024-11-04,Overheating
KBX 109G,Tractor,Tyre,Wheels,JKT,8684.27,2024-09-22,Engine noise
KBX 109G,Tractor,Fuel Pump,Fuel System,SpareHub,10389.11,2025-04-13,Electrical fault
KBX 109G,Tractor,Radiator,Cooling System,Gallant,13924.56,2024-10-24,Oil leak
KBX 109G,Tractor,Radiator,Cooling System,PowerAuto,6233.01,2025-02-27,Electrical fault
KDM 983P,Tractor,Radiator,Cooling System,MechWorks,3052.11,2025-03-11,Engine noise
KDM 983P,Tractor,Radiator,Cooling System,AutoPro Ltd,6283.32,2025-03-14,Oil leak
KDM 983P,Tractor,Brake Pads,Braking System,SpareHub,6503.54,2025-01-18,Engine noise
KDM 983P,Tractor,Spark Plug,Ignition,FarmEquip Co,6251.46,2025-04-17,Brake failure
KDM 983P,Tractor,Tyre,Wheels,JKT,4418.56,2024-10-19,Low power
KDA 309B,Tractor,Radiator,Cooling System,FarmEquip Co,13533.92,2024-07-26,Overheating
KDA 309B,Tractor,Spark Plug,Ignition,JKT,5703.02,2025-01-03,Hydraulic issue
KDA 309B,Tractor,Air Filter,Air Intake,TurboTraders,2835.18,2024-07-08,Battery issue
KDA 309B,Tractor,Fuel Pump,Fuel System,TechFix,8216.84,2024-11-28,Routine service
KBU 815G,Tractor,Brake Pads,Braking System,TurboTraders,7120.82,2024-12-13,Engine noise
KBU 815G,Tractor,Radiator,Cooling System,AutoPro Ltd,11003.24,2024-08-24,Low power
KBU 815G,Tractor,Alternator,Electrical,Aeolus,11307.45,2024-09-21,Tyre worn out
KBU 815G,Tractor,Battery,Electrical,FarmEquip Co,7867.47,2025-05-17,Electrical fault
KBU 815G,Tractor,Air Filter,Air Intake,JKT,9540.67,2024-10-06,Routine service
KBU 815G,Tractor,Battery,Electrical,SpareHub,9526.03,2025-02-15,Brake failure
KBU 815G,Tractor,Oil Filter,Engine,JKT,5543.4,2024-08-23,Hydraulic issue
KCH 202W,Tractor,Battery,Electrical,Aeolus,9587.72,2024-07-09,Low power
KCH 202W,Tractor,Tyre,Wheels,BKT,6169.29,2024-11-23,Tyre worn out
KCH 202W,Tractor,Battery,Electrical,Aeolus,9523.2,2025-05-23,Battery issue
KCH 202W,Tractor,Radiator,Cooling System,Goodyear,10006.74,2025-02-15,Brake failure
KCH 202W,Tractor,Oil Filter,Engine,HeavyDuty Supplies,12564.12,2025-06-01,Engine noise
KCH 202W,Tractor,Oil Filter,Engine,AutoPro Ltd,2565.3,2025-03-04,Tyre worn out
KCH 202W,Tractor,Fuel Pump,Fuel System,Goodyear,9817.77,2024-10-27,Electrical fault
KCH 202W,Tractor,Battery,Electrical,PowerAuto,1796.29,2024-09-02,Electrical fault
KBZ 496V,Tractor,Fuel Pump,Fuel System,BKT,12532.17,2025-05-06,Low power
KBZ 496V,Tractor,Tyre,Wheels,Goodyear,7093.67,2024-09-17,Low power
KBZ 496V,Tractor,Alternator,Electrical,JKT,13122.01,2024-07-29,Hydraulic issue
KBZ 496V,Tractor,Hydraulic Pump,Hydraulics,SpareHub,11849.91,2025-02-22,Overheating
KBZ 496V,Tractor,Battery,Electrical,JKT,12054.07,2024-12-02,Tyre worn out
KBZ 496V,Tractor,Radiator,Cooling System,TechFix,2739.52,2024-11-09,Low power
KBZ 496V,Tractor,Radiator,Cooling System,PowerAuto,13266.77,2025-01-19,Tyre worn out
KDG 648K,Tractor,Alternator,Electrical,Aeolus,10664.3,2025-05-02,Hydraulic issue
KDG 648K,Tractor,Air Filter,Air Intake,JKT,6260.74,2024-10-20,Tyre worn out
KDG 648K,Tractor,Hydraulic Pump,Hydraulics,BKT,3663.07,2024-12-11,Battery issue
KDG 648K,Tractor,Tyre,Wheels,JKT,4329.19,2024-11-22,Low power
KDG 648K,Tractor,Air Filter,Air Intake,AutoPro Ltd,2864.25,2024-07-10,Brake failure
KDG 648K,Tractor,Tyre,Wheels,BKT,13448.1,2024-07-07,Tyre worn out
KDG 648K,Tractor,Spark Plug,Ignition,JKT,11540.14,2024-07-22,Oil leak
KBZ 784L,Tractor,Oil Filter,Engine,MechWorks,8981.82,2024-11-15,Overheating
KBZ 784L,Tractor,Alternator,Electrical,PartsPlus,10771.91,2024-09-20,Routine service
KBZ 784L,Tractor,Tyre,Wheels,JKT,3567.72,2024-06-22,Electrical fault
KBZ 784L,Tractor,Spark Plug,Ignition,BKT,4435.17,2025-04-30,Routine service
KBZ 784L,Tractor,Tyre,Wheels,Aeolus,5294.44,2024-09-19,Low power
KBZ 952F,Tractor,Alternator,Electrical,PowerAuto,11459.11,2024-07-08,Overheating
KBZ 952F,Tractor,Oil Filter,Engine,TechFix,4002.47,2025-03-21,Brake failure
KBZ 952F,Tractor,Tyre,Wheels,Gallant,9119.1,2025-06-17,Tyre worn out
KBZ 952F,Tractor,Fuel Pump,Fuel System,TurboTraders,3357.58,2025-02-20,Tyre worn out
KBZ 952F,Tractor,Tyre,Wheels,Aeolus,6998.06,2025-02-07,Oil leak
KBZ 952F,Tractor,Spark Plug,Ignition,HeavyDuty Supplies,10091.9,2025-05-13,Low power
KCH 122R,Tractor,Hydraulic Pump,Hydraulics,PartsPlus,2318.92,2025-04-04,Battery issue
KCH 122R,Tractor,Alternator,Electrical,MechWorks,2399.37,2024-11-27,Hydraulic issue
KCH 122R,Tractor,Brake Pads,Braking System,DieselParts,8869.76,2025-03-17,Battery issue
KCH 122R,Tractor,Fuel Pump,Fuel System,Goodyear,11547.45,2024-08-21,Engine noise
KCH 122R,Tractor,Brake Pads,Braking System,TurboTraders,11194.33,2025-04-29,Low power
KCH 122R,Tractor,Hydraulic Pump,Hydraulics,FarmEquip Co,11375.19,2025-01-10,Low power
KCH 122R,Tractor,Air Filter,Air Intake,TechFix,8518.47,2025-01-28,Low power
KCH 122R,Tractor,Battery,Electrical,FarmEquip Co,11972.19,2025-03-17,Electrical fault
KDG 783P,Tractor,Tyre,Wheels,Gallant,3991.71,2025-03-28,Battery issue
KDG 783P,Tractor,Battery,Electrical,PartsPlus,12502.19,2024-08-20,Tyre worn out
KDG 783P,Tractor,Radiator,Cooling System,Gallant,10260.89,2025-02-22,Low power
KDG 783P,Tractor,Brake Pads,Braking System,MechWorks,13959.42,2025-05-19,Engine noise
KDG 783P,Tractor,Tyre,Wheels,BKT,2539.11,2025-02-05,Oil leak
KDL 291P,Tractor,Oil Filter,Engine,TechFix,8034.5,2024-07-09,Routine service
KDL 291P,Tractor,Alternator,Electrical,TurboTraders,4865.67,2024-10-21,Electrical fault
KDL 291P,Tractor,Alternator,Electrical,FarmEquip Co,9506.33,2024-08-24,Routine service
KDL 291P,Tractor,Fuel Pump,Fuel System,HeavyDuty Supplies,13837.29,2025-06-16,Engine noise
KDL 291P,Tractor,Fuel Pump,Fuel System,HeavyDuty Supplies,11621.42,2025-02-16,Routine service
KDM 527W,Tractor,Hydraulic Pump,Hydraulics,DieselParts,13148.91,2025-03-18,Routine service
KDM 527W,Tractor,Alternator,Electrical,TechFix,8599.3,2025-05-21,Tyre worn out
KDM 527W,Tractor,Spark Plug,Ignition,MechWorks,4263.87,2025-05-04,Hydraulic issue
KDM 527W,Tractor,Alternator,Electrical,Goodyear,7713.34,2025-01-16,Electrical fault
KDM 527W,Tractor,Oil Filter,Engine,AutoPro Ltd,8875.75,2025-01-07,Battery issue
KDM 527W,Tractor,Spark Plug,Ignition,HeavyDuty Supplies,14682.59,2024-10-11,Overheating
KCH 495M,Tractor,Brake Pads,Braking System,SpareHub,5754.11,2024-07-11,Brake failure
KCH 495M,Tractor,Spark Plug,Ignition,BKT,14025.23,2024-08-14,Tyre worn out
KCH 495M,Tractor,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,8553.92,2024-12-28,Brake failure
KCH 495M,Tractor,Air Filter,Air Intake,JKT,4945.0,2025-01-27,Battery issue
KCH 495M,Tractor,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,8369.92,2025-01-25,Low power
KCC 134F,Tractor,Radiator,Cooling System,SpareHub,3702.84,2025-04-15,Overheating
KCC 134F,Tractor,Radiator,Cooling System,Goodyear,10126.97,2024-06-26,Tyre worn out
KCC 134F,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,3481.7,2025-03-04,Routine service
KCC 134F,Tractor,Tyre,Wheels,Gallant,10863.43,2024-12-06,Oil leak
KCC 134F,Tractor,Radiator,Cooling System,Aeolus,9907.48,2025-05-02,Hydraulic issue
KCC 134F,Tractor,Alternator,Electrical,PartsPlus,5889.18,2024-06-25,Battery issue
KCC 134F,Tractor,Hydraulic Pump,Hydraulics,SpareHub,7872.22,2024-08-14,Electrical fault
KCC 134F,Tractor,Battery,Electrical,DieselParts,3396.5,2025-01-13,Routine service
KCH 354A,Tractor,Oil Filter,Engine,JKT,13672.55,2025-03-21,Oil leak
KCH 354A,Tractor,Fuel Pump,Fuel System,Goodyear,8568.18,2025-05-27,Low power
KCH 354A,Tractor,Battery,Electrical,FarmEquip Co,5164.42,2024-08-28,Low power
KCH 354A,Tractor,Tyre,Wheels,Goodyear,3641.48,2025-02-28,Battery issue
KCH 354A,Tractor,Battery,Electrical,BKT,10595.99,2024-10-21,Tyre worn out
KCH 354A,Tractor,Radiator,Cooling System,DieselParts,12385.95,2024-08-09,Overheating
KCH 354A,Tractor,Brake Pads,Braking System,DieselParts,12347.32,2025-05-02,Routine service
KBZ 447P,Tractor,Spark Plug,Ignition,JKT,8694.04,2024-10-30,Oil leak
KBZ 447P,Tractor,Spark Plug,Ignition,JKT,8783.76,2025-01-15,Hydraulic issue
KBZ 447P,Tractor,Spark Plug,Ignition,SpareHub,5505.14,2025-01-19,Hydraulic issue
KBZ 447P,Tractor,Battery,Electrical,FarmEquip Co,8427.83,2024-08-25,Low power
KBZ 447P,Tractor,Hydraulic Pump,Hydraulics,MechWorks,12838.39,2025-04-05,Routine service
KBZ 447P,Tractor,Fuel Pump,Fuel System,TechFix,12103.49,2025-05-30,Hydraulic issue
KBZ 447P,Tractor,Alternator,Electrical,TechFix,5953.62,2024-07-15,Battery issue
KDG 186C,Tractor,Oil Filter,Engine,JKT,10525.76,2025-04-03,Hydraulic issue
KDG 186C,Tractor,Radiator,Cooling System,Gallant,4761.04,2025-01-02,Routine service
KDG 186C,Tractor,Tyre,Wheels,Goodyear,5837.97,2025-04-26,Oil leak
KDG 186C,Tractor,Spark Plug,Ignition,TurboTraders,3186.52,2025-01-15,Brake failure
KCC 230S,Tractor,Hydraulic Pump,Hydraulics,BKT,2746.29,2024-09-06,Hydraulic issue
KCC 230S,Tractor,Hydraulic Pump,Hydraulics,Goodyear,11942.9,2024-10-02,Brake failure
KCC 230S,Tractor,Brake Pads,Braking System,PowerAuto,5187.02,2025-03-16,Oil leak
KCC 230S,Tractor,Alternator,Electrical,TechFix,3366.9,2025-05-13,Hydraulic issue
KCC 230S,Tractor,Oil Filter,Engine,TurboTraders,5182.47,2024-08-13,Overheating
KCC 688K,Tractor,Fuel Pump,Fuel System,TurboTraders,2926.61,2024-12-15,Low power
KCC 688K,Tractor,Radiator,Cooling System,BKT,10754.29,2024-08-06,Oil leak
KCC 688K,Tractor,Oil Filter,Engine,HeavyDuty Supplies,1518.6,2024-07-20,Overheating
KCC 688K,Tractor,Battery,Electrical,PartsPlus,5866.83,2024-12-13,Tyre worn out
KCC 688K,Tractor,Oil Filter,Engine,MechWorks,2219.87,2024-07-22,Oil leak
KCC 688K,Tractor,Alternator,Electrical,TechFix,3892.9,2024-09-08,Battery issue
KCC 103K,Tractor,Tyre,Wheels,Goodyear,13577.3,2024-08-20,Low power
KCC 103K,Tractor,Alternator,Electrical,PowerAuto,5160.69,2024-06-23,Engine noise
KCC 103K,Tractor,Hydraulic Pump,Hydraulics,TechFix,2144.28,2025-01-24,Overheating
KCC 103K,Tractor,Air Filter,Air Intake,AutoPro Ltd,12160.76,2024-09-07,Brake failure
KCC 103K,Tractor,Tyre,Wheels,BKT,8794.89,2024-12-21,Battery issue
KCC 103K,Tractor,Air Filter,Air Intake,DieselParts,14491.13,2025-03-14,Hydraulic issue
KCC 103K,Tractor,Hydraulic Pump,Hydraulics,MechWorks,10928.13,2025-03-16,Oil leak
KCC 103K,Tractor,Spark Plug,Ignition,Gallant,12498.47,2024-09-04,Oil leak
KDJ 446C,Tractor,Oil Filter,Engine,TurboTraders,7767.2,2025-02-19,Oil leak
KDJ 446C,Tractor,Fuel Pump,Fuel System,TechFix,9418.42,2024-09-07,Overheating
KDJ 446C,Tractor,Radiator,Cooling System,HeavyDuty Supplies,11470.36,2025-01-12,Overheating
KDJ 446C,Tractor,Brake Pads,Braking System,DieselParts,11156.58,2024-10-16,Battery issue
KDJ 446C,Tractor,Alternator,Electrical,DieselParts,11489.36,2025-02-07,Battery issue
KCC 477S,Tractor,Fuel Pump,Fuel System,TechFix,3236.83,2025-02-07,Low power
KCC 477S,Tractor,Oil Filter,Engine,FarmEquip Co,11801.63,2025-03-24,Tyre worn out
KCC 477S,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,8409.03,2025-05-01,Overheating
KCC 477S,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,10949.16,2024-12-29,Oil leak
KBZ 421T,Tractor,Tyre,Wheels,BKT,5652.52,2025-02-16,Hydraulic issue
KBZ 421T,Tractor,Hydraulic Pump,Hydraulics,Aeolus,12238.42,2025-02-12,Hydraulic issue
KBZ 421T,Tractor,Oil Filter,Engine,HeavyDuty Supplies,3928.91,2024-07-15,Brake failure
KBZ 421T,Tractor,Spark Plug,Ignition,DieselParts,7676.25,2025-04-21,Electrical fault
KBZ 421T,Tractor,Alternator,Electrical,AutoPro Ltd,12013.5,2025-06-02,Engine noise
KBZ 421T,Tractor,Oil Filter,Engine,TurboTraders,4969.59,2025-04-25,Overheating
KCN 180K,Tractor,Alternator,Electrical,FarmEquip Co,2550.89,2024-12-02,Brake failure
KCN 180K,Tractor,Spark Plug,Ignition,BKT,4357.28,2025-06-02,Hydraulic issue
KCN 180K,Tractor,Alternator,Electrical,TechFix,3344.81,2025-06-13,Oil leak
KCN 180K,Tractor,Brake Pads,Braking System,Goodyear,6441.04,2025-05-24,Engine noise
KCN 180K,Tractor,Fuel Pump,Fuel System,Goodyear,8024.07,2024-06-30,Engine noise
KCN 180K,Tractor,Alternator,Electrical,Gallant,6513.35,2024-08-17,Engine noise
KBZ 704H,Tractor,Tyre,Wheels,Aeolus,8888.87,2025-03-03,Overheating
KBZ 704H,Tractor,Fuel Pump,Fuel System,TechFix,6376.83,2024-12-23,Routine service
KBZ 704H,Tractor,Air Filter,Air Intake,DieselParts,2321.1,2024-12-24,Low power
KBZ 704H,Tractor,Fuel Pump,Fuel System,DieselParts,1701.53,2024-11-09,Low power
KBZ 704H,Tractor,Spark Plug,Ignition,FarmEquip Co,8293.16,2024-12-14,Battery issue
KBZ 704H,Tractor,Alternator,Electrical,TechFix,9835.07,2024-06-22,Engine noise
KBZ 733L,Tractor,Tyre,Wheels,BKT,7491.83,2025-04-11,Battery issue
KBZ 733L,Tractor,Hydraulic Pump,Hydraulics,SpareHub,5554.69,2024-07-12,Low power
KBZ 733L,Tractor,Battery,Electrical,JKT,4476.76,2025-03-26,Oil leak
KBZ 733L,Tractor,Hydraulic Pump,Hydraulics,TurboTraders,3960.5,2025-01-02,Oil leak
KBZ 733L,Tractor,Spark Plug,Ignition,Gallant,13658.23,2025-06-13,Low power
KBZ 733L,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,1818.51,2025-01-10,Oil leak
KBZ 733L,Tractor,Battery,Electrical,PartsPlus,5657.18,2024-12-06,Tyre worn out
KBZ 733L,Tractor,Fuel Pump,Fuel System,TurboTraders,4185.48,2025-06-17,Tyre worn out
KDL 843B,Tractor,Fuel Pump,Fuel System,PartsPlus,8199.27,2025-06-10,Routine service
KDL 843B,Tractor,Fuel Pump,Fuel System,TurboTraders,12891.14,2024-12-05,Brake failure
KDL 843B,Tractor,Hydraulic Pump,Hydraulics,Aeolus,14909.11,2025-02-10,Overheating
KDL 843B,Tractor,Brake Pads,Braking System,DieselParts,5177.05,2024-08-15,Low power
KDL 843B,Tractor,Spark Plug,Ignition,TechFix,11958.54,2024-06-25,Low power
KDL 843B,Tractor,Spark Plug,Ignition,PartsPlus,5406.95,2025-01-22,Oil leak
KDA 282V,Tractor,Radiator,Cooling System,HeavyDuty Supplies,13370.18,2025-05-24,Brake failure
KDA 282V,Tractor,Air Filter,Air Intake,Gallant,6234.73,2024-10-14,Engine noise
KDA 282V,Tractor,Radiator,Cooling System,Aeolus,2932.15,2024-12-15,Low power
KDA 282V,Tractor,Alternator,Electrical,SpareHub,5251.14,2024-11-07,Overheating
KDA 282V,Tractor,Hydraulic Pump,Hydraulics,FarmEquip Co,4936.83,2024-10-16,Routine service
KDA 282V,Tractor,Tyre,Wheels,Goodyear,14809.16,2024-07-02,Low power
KDA 282V,Tractor,Oil Filter,Engine,Aeolus,10862.77,2025-04-15,Overheating
KDA 282V,Tractor,Hydraulic Pump,Hydraulics,PartsPlus,12132.54,2024-12-18,Electrical fault
KDG 680X,Tractor,Spark Plug,Ignition,BKT,14492.86,2024-11-22,Hydraulic issue
KDG 680X,Tractor,Hydraulic Pump,Hydraulics,Aeolus,12674.22,2024-12-15,Brake failure
KDG 680X,Tractor,Tyre,Wheels,Goodyear,8717.59,2024-10-08,Overheating
KDG 680X,Tractor,Battery,Electrical,Gallant,7317.46,2025-06-13,Battery issue
KDG 680X,Tractor,Hydraulic Pump,Hydraulics,HeavyDuty Supplies,13766.41,2024-09-01,Hydraulic issue
KDG 680X,Tractor,Air Filter,Air Intake,DieselParts,4977.23,2024-06-30,Battery issue
KDG 680X,Tractor,Spark Plug,Ignition,AutoPro Ltd,9943.24,2025-02-18,Tyre worn out
KBN 169M,Tractor,Oil Filter,Engine,Goodyear,9792.1,2024-09-22,Routine service
KBN 169M,Tractor,Tyre,Wheels,JKT,1820.78,2024-11-24,Brake failure
KBN 169M,Tractor,Spark Plug,Ignition,SpareHub,12044.48,2025-04-10,Routine service
KBN 169M,Tractor,Tyre,Wheels,BKT,11501.88,2024-07-27,Hydraulic issue
KBN 169M,Tractor,Oil Filter,Engine,JKT,7013.42,2025-04-07,Battery issue
KBZ 326U,Tractor,Battery,Electrical,TurboTraders,8232.57,2024-12-31,Electrical fault
KBZ 326U,Tractor,Oil Filter,Engine,Aeolus,7481.47,2025-06-07,Hydraulic issue
KBZ 326U,Tractor,Spark Plug,Ignition,FarmEquip Co,9134.25,2024-11-20,Brake failure
KBZ 326U,Tractor,Oil Filter,Engine,PowerAuto,12159.74,2025-06-05,Tyre worn out
KBZ 326U,Tractor,Fuel Pump,Fuel System,PowerAuto,14470.12,2024-08-31,Electrical fault
KBZ 326U,Tractor,Radiator,Cooling System,Gallant,12655.2,2025-05-07,Oil leak
KBZ 326U,Tractor,Air Filter,Air Intake,SpareHub,14848.79,2025-05-03,Engine noise
KDL 612W,Tractor,Alternator,Electrical,FarmEquip Co,10174.73,2025-02-04,Oil leak
KDL 612W,Tractor,Brake Pads,Braking System,SpareHub,7348.19,2025-01-11,Brake failure
KDL 612W,Tractor,Fuel Pump,Fuel System,BKT,5511.6,2024-11-08,Routine service
